TargetCandidateName,TargetCandidateOffice,TargetPropositionName,ExpenderPosition,ExpenderName,ExpenderID,Amount,ExpenditureDscr,PayeeName,DateStart,DateEnd,DateRange
"",,"Prop 50 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",S,San Francisco Democratic County Central Committee,1018513,398.71,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"",,"Prop 50 - SCA 17 (RESOLUTION CHAPTER 127, STATUTES OF 2014), STEINBERG. MEMBERS OF THE LEGISLATURE: SUSPENSION",S,San Francisco Democratic County Central Committee,1018513,198.74,Member Communication Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Stern, Henry",State Senate,,S,"Million More Voters, Sponsored by the California Labor Federation, AFL-CIO",1291923,53936.37,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Le, Van",State Assembly,,S,"FairPAC Independent Expenditure Committee, Sponsored by the Civil Justice Association of California",1033355,16492.28,Mailers (Estimated Costs),,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Le, Van",State Assembly,,S,"FairPAC Independent Expenditure Committee, Sponsored by the Civil Justice Association of California",1033355,930.35,Data (Estimated Costs),,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wiener, Scott",State Senate,,S,Progress San Francisco,1381519,7714.17,Mailer (Estimated Costs),,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Chiu, David",State Assembly,,S,Progress San Francisco,1381519,3161.25,Mailers (Estimated Costs),,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ting, Phil",State Assembly,,S,Progress San Francisco,1381519,1981.55,Mailer (Estimated Costs),,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Yamada, Mariko",State Senate,,S,PROGRESSIVE KICK INDEPENDENT EXPENDITURES (FED PAC ID # C00492595),1384515,30999.35,Mail Pieces,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kalra, Ash",State Assembly,,S,PROGRESSIVE KICK INDEPENDENT EXPENDITURES (FED PAC ID # C00492595),1384515,16081.52,Mail Pieces,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Baker, Catharine",State Assembly,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,24990.78,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Baker, Catharine",State Assembly,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,1600.0,Consulting,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Baker, Catharine",State Assembly,,S,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,800.0,Consulting,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Cook-kallio, Cheryl",State Assembly,,O,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,400.0,Consulting,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Cook-kallio, Cheryl",State Assembly,,O,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,200.0,Consulting,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Aguiar-curry, Cecilia",State Assembly,,S,EdVoice Independent Expenditure Committee,1261580,17212.5,WEB,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Aguiar-curry, Cecilia",State Assembly,,S,EdVoice Independent Expenditure Committee,1261580,15700.0,POL,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Cook-kallio, Cheryl",State Assembly,,O,"Coalition to Restore California's Middle Class, Including Energy Companies who Produce Gas, Oil, Jobs and Pay Taxes",1365275,6247.69,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Aguiar-curry, Cecilia",State Assembly,,S,FAMILY FARMERS WORKING FOR A BETTER CALIFORNIA,1349220,28796.45,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wolk, Dan",State Assembly,,O,EdVoice Independent Expenditure Committee,1261580,28807.84,LIT,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Wolk, Dan",State Assembly,,O,EdVoice Independent Expenditure Committee,1261580,19575.0,WEB,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Campos, Nora",State Senate,,O,Valley Neighborhoods United to Support Jim Beall for Senate 2016,1385499,1000.0,"CNS $256,160.25",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Campos, Nora",State Senate,,O,Valley Neighborhoods United to Support Jim Beall for Senate 2016,1385499,18890.0,"LIT $256,160.25",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Campos, Nora",State Senate,,O,Valley Neighborhoods United to Support Jim Beall for Senate 2016,1385499,43733.84,"POS $256,160.25",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Friedman, Laura",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,28788.29,"CNS, LIT",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Friedman, Laura",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,36460.91,SAL,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Friedman, Laura",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,12002.9,PHO,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Grayson, Tim",State Assembly,,S,EdVoice Independent Expenditure Committee,1261580,18775.0,WEB,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Grayson, Tim",State Assembly,,S,EdVoice Independent Expenditure Committee,1261580,15440.0,POL,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,13.21,Room Rental,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,359.18,Postage,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,1832.56,Salaries,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kalra, Ash",State Assembly,,S,South Bay AFL-CIO Labor Council Committee on Political Education Sponsored by South Bay AFL-CIO Labor Council,1019170,334.45,Overhead,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Mathis, Devon",State Assembly,,O,"Republicans for Lower Taxes 2016, Supporting Rudy Mendoza for Assembly District 26",1385432,14870.85,"CNS, LIT",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Caballero, Anna",State Assembly,,O,Working Families United for Alejo for Assembly 2016 and Against Caballero for Assembly 2016,1385348,8107.43,Mailer Costs,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Sanchez, Aissa",State Assembly,,S,"JOBSPAC, A BI-PARTISAN COALITION OF CALIFORNIA EMPLOYERS",1054833,12484.16,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Swanson, Sandre",State Senate,,S,"Alliance for California's Tomorrow, A California Business Coalition",1262979,72413.69,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Swanson, Sandre",State Senate,,S,"Alliance for California's Tomorrow, A California Business Coalition",1262979,20750.0,Polling,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Swanson, Sandre",State Senate,,S,"Alliance for California's Tomorrow, A California Business Coalition",1262979,17500.0,Research,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kassakhian, Ardy",State Assembly,,S,California State Council of Service Employees Political Committee,1258324,12470.5,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Friedman, Laura",State Assembly,,O,California Teachers Association Independent Expenditure Committee,1328666,11930.5,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Reyes, Eloise",State Assembly,,O,"KEEPING CALIFORNIANS WORKING, DENTISTS, HOUSING PROVIDERS, ENERGY AND INSURANCE AGENTS",1365806,19992.59,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Reyes, Eloise",State Assembly,,O,"KEEPING CALIFORNIANS WORKING, DENTISTS, HOUSING PROVIDERS, ENERGY AND INSURANCE AGENTS",1365806,1000.0,CONSULTING,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Kassakhian, Ardy",State Assembly,,S,California Teachers Association Independent Expenditure Committee,1328666,11930.5,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Bradford, Steve",State Senate,,S,Consumer Attorneys of California Independent Campaign Committee,1069624,25000.0,Phone Banking,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Aguiar-curry, Cecilia",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,10.8,STAFF MILEAGE,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Dodd, Bill",State Senate,,S,EdVoice Independent Expenditure Committee,1261580,1035.0,Design,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Dodd, Bill",State Senate,,S,EdVoice Independent Expenditure Committee,1261580,12385.85,LIT,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Dodd, Bill",State Senate,,S,EdVoice Independent Expenditure Committee,1261580,24000.0,WEB,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Dodd, Bill",State Senate,,S,EdVoice Independent Expenditure Committee,1261580,18500.0,"POL, SAL",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Caballero, Anna",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,3000.0,WEB,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Caballero, Anna",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,7129.36,SAL,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Caballero, Anna",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,22199.62,PHO,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Caballero, Anna",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,18662.99,"CNS, LIT",,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Ohtaki, Peter",State Assembly,,S,Cooperative of American Physicians Independent Expenditure Committee,1070126,21638.0,MAILER,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Acosta, Dante",State Assembly,,S,"ACOSTA FOR ASSEMBLY 2016, GROW ELECT INDEPENDENT EXPENDITURE COMMITTEE TO SUPPORT DANTE",1385698,15702.0,Mailer,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Acosta, Dante",State Assembly,,S,"ACOSTA FOR ASSEMBLY 2016, GROW ELECT INDEPENDENT EXPENDITURE COMMITTEE TO SUPPORT DANTE",1385698,1150.0,Graphic Design,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Nguyen, Madison",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,8810.0,SAL,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Nguyen, Madison",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,9605.33,SAL,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Nguyen, Madison",State Assembly,,S,"Parent Teacher Alliance, sponsored by California Charter Schools Association Advocates Independent Expenditure Committee",1367043,38645.33,PHO,,2016-05-27T00:00:00Z,2016-05-27T00:00:00Z,2016-05-27
"Dodd, Bill",State Senate,,S,California Apartment Association Independent Expenditure  Committee,1294628,49676.0,Mass mail supporting Dodd,Media & Associates,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,4887.95,"LIT $324,129.39",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,327.2,"Voter Data $324,129.39",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,4484.69,"POS $324,129.39",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,3501.24,"CNS $324,129.39",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,97.46,"Field Expenses $324,129.39",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,3761.43,"SAL $324,129.39",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,15000.0,"POL $324,129.39",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Reyes, Eloise",State Assembly,,S,"Neighbors United for a Stronger Middle Class to Support Eloise Reyes for Assembly 2016, Sponsored by a Coalition of Labor Unions and Environmental Justice Organizations",1385275,2000.0,"CNS $324,129.39",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Kang, Sukhee",,,S,"Orange County Dignity PAC, sponsored by Orange County Federation of Labor, AFL-CIO",1344592,249.01,"PHO $3,664.02",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Perez-estolano, Katherine",,,S,CA Latino Caucus Leadership PAC,1321501,30000.0,"$30,000.00",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Wiener, Scott",State Senate,,S,Equality California Political Action Committee,1254010,1200.0,NEWSPAPER AD,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Caballero, Anna",State Assembly,,S,Equality California Political Action Committee,1254010,1666.67,CONSULTING,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Caballero, Anna",State Assembly,,S,Equality California Political Action Committee,1254010,16515.0,MAILER,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Halldin, Bill",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,1383.38,MAILER DESIGN AND PRODUCTION,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Halldin, Bill",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,10579.98,MAILER,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Kassakhian, Ardy",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,5144.6,NEWSPAPER INSERT,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Kim, Young",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,4202.93,MAILER,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,18.94,"Field Expenses $95,480.19",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,115.97,"Field Expenses $95,480.19",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Urias, Bryan",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,217.73,"Field Expenses $95,480.19",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Cook-kallio, Cheryl",State Assembly,,S,"Working for a Healthier California to Support Cheryl Cook-Kallio and Bryan Urias for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385596,142.67,"Field Expenses $57,097.85",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Berman, Marc",State Assembly,,S,Cooperative of American Physicians Independent Expenditure Committee,1070126,15051.0,MAILER,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Linder, Eric",State Assembly,,S,"Inland Empire Values Healthcare to Support Eric Linder for Assembly 2016, Sponsored by Service Employees International Union - United Healthcare Workers West",1385598,48.87,"Field Expenses $37,778.60",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Grayson, Tim",State Assembly,,S,Californians for Jobs and a Strong Economy,1275549,20520.0,"Design, Production, Copywriting, Printing, Data and Postage to Support Tim Grayson",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Dodd, Bill",State Senate,,S,Alliance to Get California Working Political Action Committee,1326747,30000.0,"CNS, RAD",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Stern, Henry",State Senate,,S,"Million More Voters, Sponsored by the California Labor Federation, AFL-CIO",1291923,73250.0,Digital Ads and Website,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Pugno, Andy",State Assembly,,O,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,1575.0,MAILER DESIGN AND PRODUCTION,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Pugno, Andy",State Assembly,,O,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,15259.73,MAILER,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Pugno, Andy",State Assembly,,O,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,357.26,VOTER FILE,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Sidhu, Harry",State Assembly,,S,CALIFORNIA REAL ESTATE INDEPENDENT EXPENDITURE COMMITTEE - CALIFORNIA ASSOCIATION OF REALTORS,1069777,5499.49,MAILER,,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
"Campos, Nora",State Senate,,O,Valley Neighborhoods United to Support Jim Beall for Senate 2016,1385499,18890.0,"LIT $256,160.25",,2016-05-26T00:00:00Z,2016-05-26T00:00:00Z,2016-05-26
